Source,Indicator,Sector,Units,Scenario,ScenarioGeography,Technology,Sub_Technology,2018,2019,2025,2030,2040,SourceSheet
WEO2020,NA,model_indicator,NA,SDS,United States,"GDP per capita ($2019, PPP)",NA,63973.1016,65074.5,68085.3984,73099.2031,83974.5,US_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SDS,United States,"GDP ($2019 billion, MER)",NA,20947.0996,21436,23200.3008,25585.0996,30814.6992,US_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SDS,United States,"TPED/GDP (toe per $1000, PPP)",NA,0.1063,0.1032,0.0856,0.0716,0.0502,US_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SDS,United States,"TFC/GDP (toe per $1000, PPP)",NA,0.0761,0.0747,0.0639,0.0543,0.0371,US_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SDS,United States,TPED per capita (toe),NA,6.8029,6.7182,5.8315,5.231,4.2123,US_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Central and South America,Total generation,Total generation,1301.599976,1333.410034,1477.199951,1669.22998,2173.629883,CSAM_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Central and South America,Coal,NA,67.044,68.32,42.858,36.942,34.829,CSAM_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Central and South America,Oil,NA,98.128,99.283,90.751,78.783,69.01,CSAM_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Central and South America,Natural gas,NA,246.308,248.585,232.368,254.129,373.778,CSAM_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Central and South America,Nuclear,NA,22.576,23.031,24.647,35.579,74.106,CSAM_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Central and South America,Renewables,NA,867.097,893.743,1086.13,1263.35,1621.46,CSAM_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Central and South America,Renewables,Hydro,712.914,722.592,801.237,891.847,1082.93,CSAM_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Central and South America,Renewables,Bioenergy,71.968,71.536,91.053,98.414,117.205,CSAM_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Central and South America,Renewables,Wind,65.641,76.858,128.191,168.933,240.982,CSAM_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Central and South America,Renewables,Geothermal,4.124,4.348,5.253,7.973,16.6,CSAM_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Central and South America,Renewables,Solar PV,12.45,18.409,60.015,94.338,156.5,CSAM_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Central and South America,Renewables,CSP,0,0,0.381,1.845,7.248,CSAM_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Central and South America,Renewables,Marine,0,0,0.001,0.001,0.002,CSAM_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Central and South America,Total capacity,Total capacity,361.914,375.909,433.863,490.348,633.473,CSAM_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Central and South America,Coal,NA,12.62,13.573,13.602,12.146,9.934,CSAM_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Central and South America,Oil,NA,49.118,49.145,43.306,37.343,33.782,CSAM_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Central and South America,Natural gas,NA,67.892,69.703,71.966,84.344,130.641,CSAM_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Central and South America,Nuclear,NA,3.753,3.753,3.42,4.825,10.053,CSAM_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Central and South America,Renewables,NA,228.415,239.609,300.555,350.23,444.646,CSAM_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Central and South America,Renewables,Hydro,180.239,185.512,194.775,209.623,241.083,CSAM_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Central and South America,Renewables,Bioenergy,19.836,20.121,22.692,24.494,28.183,CSAM_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Central and South America,Renewables,Wind,20.35,22.573,41.858,54.152,74.882,CSAM_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Central and South America,Renewables,Geothermal,0.72,0.845,0.955,1.407,2.656,CSAM_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Central and South America,Renewables,Solar PV,7.27,10.558,40.131,59.82,95.481,CSAM_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Central and South America,Renewables,CSP,0,0,0.144,0.733,2.36,CSAM_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Central and South America,Renewables,Marine,0,0,0.001,0.001,0.001,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Central and South America,Total CO2,Total CO2,1120.675,1099.88,1096.57,1143.642,1315.144,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Central and South America,Coal,NA,124.917,121.02,103.32,104.236,112.043,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Central and South America,Oil,NA,709.171,694.813,709.72,727.993,784.324,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Central and South America,Natural gas,NA,286.587,284.047,283.529,311.413,418.777,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Central and South America,Power sector,Power sector,256.342,261.194,212.174,206.048,244.74,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Central and South America,Coal,NA,68.132,69.83,47.405,41.802,38.454,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Central and South America,Oil,NA,71.756,74.251,65.696,56.174,48.696,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Central and South America,Natural gas,NA,116.455,117.113,99.073,108.073,157.59,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Central and South America,Final consumption,Final consumption,769.023,745.607,778.628,823.835,936.009,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Central and South America,Coal,NA,51.872,46.958,51.784,58.136,69.092,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Central and South America,Oil,NA,602.68,586.597,605.584,629.815,691.5,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Central and South America,Oil,Transport,431.526,420.378,434.621,454.212,508.659,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Central and South America,Natural gas,NA,114.47,112.053,121.26,135.883,175.417,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Central and South America,Industry,NA,NA,NA,NA,NA,NA,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Central and South America,Transport,NA,NA,NA,NA,NA,NA,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Central and South America,Buildings,NA,NA,NA,NA,NA,NA,CSAM_El_CO2_Ind
WEO2020,NA,model_indicator,million,SPS,Central and South America,Population (million),NA,515.628,520.147,546.216,564.987,592.212,CSAM_El_CO2_Ind
WEO2020,NA,model_indicator,share,SPS,Central and South America,Share of World population,NA,0.0679,0.0678,0.0671,0.0664,0.0647,CSAM_El_CO2_Ind
WEO2020,NA,model_indicator,billion USD,SPS,Central and South America,"GDP ($2019 billion, PPP)",NA,7859.7598,7827.2002,8689.71,9942.0801,13667.9004,CSAM_El_CO2_Ind
WEO2020,NA,model_indicator,share,SPS,Central and South America,Share of World GDP,NA,0.0569,0.0551,0.0521,0.0508,0.0517,CSAM_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SPS,Central and South America,"GDP per capita ($2019, PPP)",NA,15243.0996,15048,15908.9004,17597,23079.4004,CSAM_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SPS,Central and South America,"GDP ($2019 billion, MER)",NA,4013.6001,4023.45,4458.54,5103.52,7014.1001,CSAM_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SPS,Central and South America,"TPED/GDP (toe per $1000, PPP)",NA,0.081,0.0802,0.0768,0.0727,0.0639,CSAM_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SPS,Central and South America,"TFC/GDP (toe per $1000, PPP)",NA,0.0611,0.0608,0.0591,0.0559,0.0482,CSAM_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SPS,Central and South America,TPED per capita (toe),NA,1.235,1.2074,1.2218,1.2795,1.4748,CSAM_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Central and South America,Total generation,Total generation,1301.599976,1333.410034,1421.930054,1576.660034,2038.790039,CSAM_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Central and South America,Coal,NA,67.044,68.32,23.288,4.597,0.765,CSAM_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Central and South America,Oil,NA,98.128,99.283,49.766,17.553,10.485,CSAM_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Central and South America,Natural gas,NA,246.308,248.585,206.399,169.779,100.486,CSAM_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Central and South America,Nuclear,NA,22.576,23.031,24.647,35.579,82.165,CSAM_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Central and South America,Renewables,NA,867.097,893.743,1117.38,1348.71,1844.44,CSAM_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Central and South America,Renewables,Hydro,712.914,722.592,808.795,906.682,1109.68,CSAM_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Central and South America,Renewables,Bioenergy,71.968,71.536,89.691,98.689,124.575,CSAM_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Central and South America,Renewables,Wind,65.641,76.858,128.986,182.301,302.072,CSAM_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Central and South America,Renewables,Geothermal,4.124,4.348,7.233,13.682,30.777,CSAM_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Central and South America,Renewables,Solar PV,12.45,18.409,80.614,141.491,258.491,CSAM_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Central and South America,Renewables,CSP,0,0,2.065,5.862,17.534,CSAM_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Central and South America,Renewables,Marine,0,0,0,0,1.312,CSAM_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Central and South America,Total capacity,Total capacity,361.914,375.909,451.834,523.667,697.357,CSAM_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Central and South America,Coal,NA,12.62,13.573,13.214,10.177,5.376,CSAM_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Central and South America,Oil,NA,49.118,49.145,43.4,37.671,34.263,CSAM_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Central and South America,Natural gas,NA,67.892,69.703,70.805,76.132,86.955,CSAM_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Central and South America,Nuclear,NA,3.753,3.753,3.42,4.825,11.203,CSAM_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Central and South America,Renewables,NA,228.415,239.609,319.392,391.624,545.2,CSAM_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Central and South America,Renewables,Hydro,180.239,185.512,197.196,212.486,252.194,CSAM_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Central and South America,Renewables,Bioenergy,19.836,20.121,22.572,24.266,28.811,CSAM_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Central and South America,Renewables,Wind,20.35,22.573,42.297,59.385,94.9,CSAM_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Central and South America,Renewables,Geothermal,0.72,0.845,1.301,2.303,4.635,CSAM_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Central and South America,Renewables,Solar PV,7.27,10.558,55.213,91.209,158.489,CSAM_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Central and South America,Renewables,CSP,0,0,0.814,1.975,5.601,CSAM_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Central and South America,Renewables,Marine,0,0,0,0,0.57,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Central and South America,Total CO2,Total CO2,1120.675,1099.88,981.76,844.193,648.009,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Central and South America,Coal,NA,124.917,121.02,73.3,51.773,41.197,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Central and South America,Oil,NA,709.171,694.813,636.823,563.611,436.469,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Central and South America,Natural gas,NA,286.587,284.047,271.973,231.122,177.179,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Central and South America,Power sector,Power sector,256.342,261.194,144.727,82.984,44.911,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Central and South America,Coal,NA,68.132,69.83,22.899,4.227,0.676,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Central and South America,Oil,NA,71.756,74.251,36.117,12.911,7.879,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Central and South America,Natural gas,NA,116.455,117.113,85.712,65.845,36.357,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Central and South America,Final consumption,Final consumption,769.023,745.607,722.769,665.791,537.68,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Central and South America,Coal,NA,51.872,46.958,46.426,43.867,37.535,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Central and South America,Oil,NA,602.68,586.597,565.69,516.995,406.48,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Central and South America,Oil,Transport,431.526,420.378,402.193,362.175,280.628,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Central and South America,Natural gas,NA,114.47,112.053,110.653,104.929,93.665,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Central and South America,Industry,NA,NA,NA,NA,NA,NA,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Central and South America,Transport,NA,NA,NA,NA,NA,NA,CSAM_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Central and South America,Buildings,NA,NA,NA,NA,NA,NA,CSAM_El_CO2_Ind
WEO2020,NA,model_indicator,million,SDS,Central and South America,Population (million),NA,515.628,520.147,546.216,564.987,592.212,CSAM_El_CO2_Ind
WEO2020,NA,model_indicator,share,SDS,Central and South America,Share of World population,NA,0.0679,0.0678,0.0671,0.0664,0.0647,CSAM_El_CO2_Ind
WEO2020,NA,model_indicator,billion USD,SDS,Central and South America,"GDP ($2019 billion, PPP)",NA,7859.7598,7827.2002,8689.71,9942.0801,13667.9004,CSAM_El_CO2_Ind
WEO2020,NA,model_indicator,share,SDS,Central and South America,Share of World GDP,NA,0.0569,0.0551,0.0521,0.0508,0.0517,CSAM_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SDS,Central and South America,"GDP per capita ($2019, PPP)",NA,15243.0996,15048,15908.9004,17597,23079.4004,CSAM_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SDS,Central and South America,"GDP ($2019 billion, MER)",NA,4013.6001,4023.45,4458.54,5103.52,7014.1001,CSAM_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SDS,Central and South America,"TPED/GDP (toe per $1000, PPP)",NA,0.081,0.0802,0.072,0.063,0.0495,CSAM_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SDS,Central and South America,"TFC/GDP (toe per $1000, PPP)",NA,0.0611,0.0608,0.0554,0.0483,0.037,CSAM_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SDS,Central and South America,TPED per capita (toe),NA,1.235,1.2075,1.1447,1.1093,1.1422,CSAM_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Brazil,Total generation,Total generation,601.3699951,626.367981,680.0189819,769.5280151,983.3099976,BRAZIL_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Brazil,Coal,NA,23.285,24.089,16.757,16.33,14.953,BRAZIL_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Brazil,Oil,NA,12.526,10.224,5.641,5.043,4.991,BRAZIL_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Brazil,Natural gas,NA,54.621,60.448,61.865,49.854,60.438,BRAZIL_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Brazil,Nuclear,NA,15.674,16.129,15.34,26.171,46.985,BRAZIL_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Brazil,Renewables,NA,494.817,515.031,579.968,671.683,855.497,BRAZIL_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Brazil,Renewables,Hydro,388.971,397.877,405.554,451.228,553.215,BRAZIL_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Brazil,Renewables,Bioenergy,53.91,54.514,64.103,68.046,76.367,BRAZIL_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Brazil,Renewables,Wind,48.475,55.986,80.087,100.049,138.799,BRAZIL_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Brazil,Renewables,Geothermal,0,0,0,0,0,BRAZIL_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Brazil,Renewables,Solar PV,3.461,6.655,30.224,51.747,83.746,BRAZIL_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Brazil,Renewables,CSP,0,0,0,0.612,3.369,BRAZIL_El_CO2_Ind
WEO2020,Generation,Power,TWh,SPS,Brazil,Renewables,Marine,0,0,0,0,0,BRAZIL_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Brazil,Total capacity,Total capacity,164.311,172.839,201.019,229.083,285.676,BRAZIL_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Brazil,Coal,NA,3.9,4.144,4.175,4.067,3.718,BRAZIL_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Brazil,Oil,NA,8.113,8.058,7.493,7.231,7.156,BRAZIL_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Brazil,Natural gas,NA,12.971,12.979,14.732,16.033,24.52,BRAZIL_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Brazil,Nuclear,NA,1.99,1.99,1.99,3.395,6.095,BRAZIL_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Brazil,Renewables,NA,137.336,145.66,172.229,197.845,242.333,BRAZIL_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Brazil,Renewables,Hydro,105.275,110.235,111.195,117.009,130.651,BRAZIL_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Brazil,Renewables,Bioenergy,15.582,15.811,17.156,18.268,20.284,BRAZIL_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Brazil,Renewables,Wind,14.401,15.388,22.253,27.294,36.41,BRAZIL_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Brazil,Renewables,Geothermal,0,0,0,0,0,BRAZIL_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Brazil,Renewables,Solar PV,2.078,4.226,21.626,35.059,54.013,BRAZIL_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Brazil,Renewables,CSP,0,0,0,0.215,0.975,BRAZIL_El_CO2_Ind
WEO2020,Capacity,Power,GW,SPS,Brazil,Renewables,Marine,0,0,0,0,0,BRAZIL_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Brazil,Total CO2,Total CO2,406.712,408.081,406.376,424.97,485.337,BRAZIL_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Brazil,Coal,NA,63.75,60.857,56.476,59.311,63.244,BRAZIL_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Brazil,Oil,NA,274.351,271.171,273.466,287.699,320.4,BRAZIL_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Brazil,Natural gas,NA,68.611,76.054,76.434,77.96,101.693,BRAZIL_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Brazil,Power sector,Power sector,59.632,61.822,49.538,43.743,45.19,BRAZIL_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Brazil,Coal,NA,26.434,27.405,21.884,21.288,19.392,BRAZIL_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Brazil,Oil,NA,8.188,6.738,3.834,3.427,3.382,BRAZIL_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Brazil,Natural gas,NA,25.01,27.679,23.819,19.027,22.416,BRAZIL_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Brazil,Final consumption,Final consumption,318.541,316.947,320.379,341.502,391.254,BRAZIL_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Brazil,Coal,NA,33.201,30.033,31.195,34.409,39.964,BRAZIL_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Brazil,Oil,NA,255.372,253.705,256.917,270.669,302.806,BRAZIL_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Brazil,Oil,Transport,189.555,188.279,188.782,196.661,219.354,BRAZIL_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Brazil,Natural gas,NA,29.968,33.209,32.267,36.424,48.484,BRAZIL_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Brazil,Industry,NA,NA,NA,NA,NA,NA,BRAZIL_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Brazil,Transport,NA,NA,NA,NA,NA,NA,BRAZIL_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SPS,Brazil,Buildings,NA,NA,NA,NA,NA,NA,BRAZIL_El_CO2_Ind
WEO2020,NA,model_indicator,million,SPS,Brazil,Population (million),NA,209.469,211.049,219.021,223.852,229.059,BRAZIL_El_CO2_Ind
WEO2020,NA,model_indicator,share,SPS,Brazil,Share of World population,NA,0.0276,0.0275,0.0269,0.0263,0.025,BRAZIL_El_CO2_Ind
WEO2020,NA,model_indicator,billion USD,SPS,Brazil,"GDP ($2019 billion, PPP)",NA,3442.8401,3481.8401,3747.4299,4310.27,5910.0801,BRAZIL_El_CO2_Ind
WEO2020,NA,model_indicator,share,SPS,Brazil,Share of World GDP,NA,0.0249,0.0245,0.0225,0.022,0.0224,BRAZIL_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SPS,Brazil,"GDP per capita ($2019, PPP)",NA,16436,16497.8008,17109.9004,19255,25801.5996,BRAZIL_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SPS,Brazil,"GDP ($2019 billion, MER)",NA,1839.8,1860.64,2002.5601,2303.3401,3158.25,BRAZIL_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SPS,Brazil,"TPED/GDP (toe per $1000, PPP)",NA,0.0822,0.0811,0.0798,0.0755,0.066,BRAZIL_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SPS,Brazil,"TFC/GDP (toe per $1000, PPP)",NA,0.0649,0.0649,0.0639,0.0605,0.0524,BRAZIL_El_CO2_Ind
WEO2020,NA,model_indicator,NA,SPS,Brazil,TPED per capita (toe),NA,1.3503,1.3387,1.3646,1.4541,1.702,BRAZIL_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Brazil,Total generation,Total generation,601.3699951,626.367981,658.1220093,710.9699707,858.776001,BRAZIL_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Brazil,Coal,NA,23.285,24.089,6.72,0.256,0,BRAZIL_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Brazil,Oil,NA,12.526,10.224,5.252,3.334,0.283,BRAZIL_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Brazil,Natural gas,NA,54.621,60.448,50.162,27.236,5.538,BRAZIL_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Brazil,Nuclear,NA,15.674,16.129,15.34,26.171,46.985,BRAZIL_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Brazil,Renewables,NA,494.817,515.031,580.201,653.526,805.522,BRAZIL_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Brazil,Renewables,Hydro,388.971,397.877,405.787,435.091,505.071,BRAZIL_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Brazil,Renewables,Bioenergy,53.91,54.514,64.103,65.648,67.314,BRAZIL_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Brazil,Renewables,Wind,48.475,55.986,80.087,100.081,140.875,BRAZIL_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Brazil,Renewables,Geothermal,0,0,0,0,0,BRAZIL_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Brazil,Renewables,Solar PV,3.461,6.655,30.224,52.058,88.75,BRAZIL_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Brazil,Renewables,CSP,0,0,0,0.648,3.511,BRAZIL_El_CO2_Ind
WEO2020,Generation,Power,TWh,SDS,Brazil,Renewables,Marine,0,0,0,0,0,BRAZIL_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Brazil,Total capacity,Total capacity,164.311,172.839,201.783,225.857,269.91,BRAZIL_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Brazil,Coal,NA,3.9,4.144,3.835,3.742,3.406,BRAZIL_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Brazil,Oil,NA,8.113,8.058,7.493,7.232,6.865,BRAZIL_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Brazil,Natural gas,NA,12.971,12.979,14.732,16.087,17.135,BRAZIL_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Brazil,Nuclear,NA,1.99,1.99,1.99,3.395,6.095,BRAZIL_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Brazil,Renewables,NA,137.336,145.66,172.301,192.733,230.416,BRAZIL_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Brazil,Renewables,Hydro,105.275,110.235,111.267,112.318,116.965,BRAZIL_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Brazil,Renewables,Bioenergy,15.582,15.811,17.156,17.588,18.601,BRAZIL_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Brazil,Renewables,Wind,14.401,15.388,22.253,27.328,36.809,BRAZIL_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Brazil,Renewables,Geothermal,0,0,0,0,0,BRAZIL_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Brazil,Renewables,Solar PV,2.078,4.226,21.626,35.268,57.025,BRAZIL_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Brazil,Renewables,CSP,0,0,0,0.231,1.015,BRAZIL_El_CO2_Ind
WEO2020,Capacity,Power,GW,SDS,Brazil,Renewables,Marine,0,0,0,0,0,BRAZIL_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Brazil,Total CO2,Total CO2,406.712,408.081,356.979,301.731,222.59,BRAZIL_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Brazil,Coal,NA,63.75,60.857,40.02,31.194,26.938,BRAZIL_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Brazil,Oil,NA,274.351,271.171,251.291,220.16,161.569,BRAZIL_El_CO2_Ind
WEO2020,CO2 emissions,Power,Mt,SDS,Brazil,Natural gas,NA,68.611,76.054,65.747,51.486,37.874,BRAZIL_El_CO2_Ind
