"Scenario","Sector","Region","Technology","Sub_Technology","Year","LCOE"
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2051,32.90352174
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2052,32.89933013
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2053,32.89578645
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2054,32.89279049
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2055,32.89025755
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2056,32.88811604
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2057,32.88630546
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2058,32.88477464
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2059,32.88348036
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2060,32.88238606
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2061,32.88146083
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2062,32.88067855
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2063,32.88001713
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2064,32.87945789
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2065,32.87898505
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2066,32.87858526
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2067,32.87824723
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2068,32.87796142
"Oxford - no_transition","Fossil Fuels","World","Oil",NA,2069,32.87771977
"Oxford - no_transition","Power","World","Coal","Coal",2018,60.04294901
"Oxford - no_transition","Power","World","Coal","Coal",2019,59.97164921
"Oxford - no_transition","Power","World","Coal","Coal",2020,59.90566549
"Oxford - no_transition","Power","World","Coal","Coal",2021,59.84459633
"Oxford - no_transition","Power","World","Coal","Coal",2022,59.78807129
"Oxford - no_transition","Power","World","Coal","Coal",2023,59.73574847
"Oxford - no_transition","Power","World","Coal","Coal",2024,59.68731222
"Oxford - no_transition","Power","World","Coal","Coal",2025,59.64247107
"Oxford - no_transition","Power","World","Coal","Coal",2026,59.60095579
"Oxford - no_transition","Power","World","Coal","Coal",2027,59.56251766
"Oxford - no_transition","Power","World","Coal","Coal",2028,59.52692683
"Oxford - no_transition","Power","World","Coal","Coal",2029,59.4939709
"Oxford - no_transition","Power","World","Coal","Coal",2030,59.4634535
"Oxford - no_transition","Power","World","Coal","Coal",2031,59.43519309
"Oxford - no_transition","Power","World","Coal","Coal",2032,59.40902179
"Oxford - no_transition","Power","World","Coal","Coal",2033,59.38478436
"Oxford - no_transition","Power","World","Coal","Coal",2034,59.36233719
"Oxford - no_transition","Power","World","Coal","Coal",2035,59.34154746
"Oxford - no_transition","Power","World","Coal","Coal",2036,59.32229226
"Oxford - no_transition","Power","World","Coal","Coal",2037,59.30445788
"Oxford - no_transition","Power","World","Coal","Coal",2038,59.28793911
"Oxford - no_transition","Power","World","Coal","Coal",2039,59.27263857
"Oxford - no_transition","Power","World","Coal","Coal",2040,59.25846614
"Oxford - no_transition","Power","World","Coal","Coal",2041,59.24533839
"Oxford - no_transition","Power","World","Coal","Coal",2042,59.23317813
"Oxford - no_transition","Power","World","Coal","Coal",2043,59.22191387
"Oxford - no_transition","Power","World","Coal","Coal",2044,59.21147944
"Oxford - no_transition","Power","World","Coal","Coal",2045,59.20181358
"Oxford - no_transition","Power","World","Coal","Coal",2046,59.19285956
"Oxford - no_transition","Power","World","Coal","Coal",2047,59.18456487
"Oxford - no_transition","Power","World","Coal","Coal",2048,59.17688087
"Oxford - no_transition","Power","World","Coal","Coal",2049,59.16976254
"Oxford - no_transition","Power","World","Coal","Coal",2050,59.16316816
"Oxford - no_transition","Power","World","Coal","Coal",2051,59.15705912
"Oxford - no_transition","Power","World","Coal","Coal",2052,59.15139966
"Oxford - no_transition","Power","World","Coal","Coal",2053,59.14615665
"Oxford - no_transition","Power","World","Coal","Coal",2054,59.14129941
"Oxford - no_transition","Power","World","Coal","Coal",2055,59.13679953
"Oxford - no_transition","Power","World","Coal","Coal",2056,59.1326307
"Oxford - no_transition","Power","World","Coal","Coal",2057,59.12876854
"Oxford - no_transition","Power","World","Coal","Coal",2058,59.12519047
"Oxford - no_transition","Power","World","Coal","Coal",2059,59.12187558
"Oxford - no_transition","Power","World","Coal","Coal",2060,59.1188045
"Oxford - no_transition","Power","World","Coal","Coal",2061,59.11595928
"Oxford - no_transition","Power","World","Coal","Coal",2062,59.11332331
"Oxford - no_transition","Power","World","Coal","Coal",2063,59.11088119
"Oxford - no_transition","Power","World","Coal","Coal",2064,59.10861865
"Oxford - no_transition","Power","World","Coal","Coal",2065,59.10652248
"Oxford - no_transition","Power","World","Coal","Coal",2066,59.10458045
"Oxford - no_transition","Power","World","Coal","Coal",2067,59.10278122
"Oxford - no_transition","Power","World","Coal","Coal",2068,59.10111427
"Oxford - no_transition","Power","World","Coal","Coal",2069,59.09956989
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2018,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2019,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2020,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2021,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2022,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2023,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2024,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2025,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2026,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2027,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2028,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2029,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2030,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2031,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2032,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2033,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2034,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2035,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2036,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2037,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2038,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2039,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2040,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2041,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2042,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2043,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2044,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2045,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2046,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2047,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2048,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2049,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2050,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2051,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2052,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2053,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2054,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2055,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2056,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2057,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2058,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2059,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2060,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2061,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2062,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2063,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2064,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2065,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2066,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2067,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2068,90.00000025
"Oxford - no_transition","Power","World","Nuclear","Nuclear",2069,90.00000025
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2018,10.95843872
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2019,11.09080203
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2020,11.20112379
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2021,11.29289783
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2022,11.36912154
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2023,11.43234712
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2024,11.48473462
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2025,11.52810335
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2026,11.56397967
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2027,11.59364005
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2028,11.61814927
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2029,11.63839363
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2030,11.6551096
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2031,11.66890831
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2032,11.68029624
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2033,11.68969282
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2034,11.69744503
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2035,11.70383983
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2036,11.70911433
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2037,11.71346441
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2038,11.71705183
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2039,11.72001013
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2040,11.72244952
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2041,11.72446092
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2042,11.72611939
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2043,11.72748681
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2044,11.72861422
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2045,11.72954375
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2046,11.7303101
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2047,11.73094192
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2048,11.73146282
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2049,11.73189227
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2050,11.73224631
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2051,11.7325382
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2052,11.73277883
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2053,11.73297722
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2054,11.73314077
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2055,11.7332756
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2056,11.73338676
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2057,11.73347839
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2058,11.73355394
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2059,11.73361622
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2060,11.73366757
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2061,11.7337099
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2062,11.73374479
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2063,11.73377356
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2064,11.73379728
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2065,11.73381683
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2066,11.73383295
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2067,11.73384624
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2068,11.73385719
"Oxford - no_transition","Fossil Fuels","World","Gas",NA,2069,11.73386622
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2018,51.55640538
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2019,52.84519445
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2020,53.93538268
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2021,54.85398601
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2022,55.6255183
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2023,56.2718
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2024,56.81197137
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2025,57.26263119
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2026,57.63804544
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2027,57.95038759
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2028,58.20998605
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2029,58.42556326
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2030,58.60445773
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2031,58.75282474
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2032,58.87581423
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2033,58.9777262
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2034,59.06214494
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2035,59.13205407
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2036,59.18993437
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2037,59.23784662
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2038,59.27750135
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2039,59.31031754
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2040,59.33747163
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2041,59.3599386
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2042,59.37852615
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2043,59.39390323
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2044,59.40662373
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2045,59.41714618
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2046,59.42585009
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2047,59.43304956
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2048,59.43900448
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2049,59.4439299
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2050,59.44800373
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2051,59.45137318
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2052,59.45416
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2053,59.45646491
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2054,59.45837124
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2055,59.4599479
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2056,59.46125189
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2057,59.46233037
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2058,59.46322234
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2059,59.46396004
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2060,59.46457015
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2061,59.46507475
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2062,59.46549208
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2063,59.46583723
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2064,59.46612268
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2065,59.46635876
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2066,59.46655401
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2067,59.4667155
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2068,59.46684905
"Oxford - no_transition","Power","World","Natural gas","Gas CCGT",2069,59.4669595
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2018,7.837004729
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2019,7.826534955
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2020,7.816564948
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2021,7.807070276
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2022,7.798027752
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2023,7.789415369
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2024,7.781212235
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2025,7.773398511
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2026,7.765955355
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2027,7.758864868
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2028,7.752110048
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2029,7.745674736
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2030,7.739543578
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2031,7.733701977
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2032,7.728136059
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2033,7.722832631
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2034,7.717779148
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2035,7.712963683
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2036,7.708374886
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2037,7.704001965
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2038,7.699834652
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2039,7.695863177
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2040,7.692078243
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2041,7.688471005
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2042,7.685033042
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2043,7.681756343
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2044,7.678633278
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2045,7.675656587
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2046,7.672819357
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2047,7.670115007
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2048,7.66753727
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2049,7.665080178
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2050,7.66273805
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2051,7.660505474
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2052,7.658377297
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2053,7.656348609
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2054,7.654414735
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2055,7.652571222
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2056,7.650813827
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2057,7.64913851
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2058,7.64754142
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2059,7.646018889
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2060,7.644567422
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2061,7.643183692
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2062,7.641864524
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2063,7.640606896
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2064,7.639407928
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2065,7.638264875
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2066,7.637175122
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2067,7.636136177
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2068,7.635145663
"Oxford - no_transition","Fossil Fuels","World","Coal","Coal",2069,7.634201319
"Oxford - no_transition","Power","World","Renewables","Solar PV",2018,64.88113524
"Oxford - no_transition","Power","World","Renewables","Solar PV",2019,60.80521692
"Oxford - no_transition","Power","World","Renewables","Solar PV",2020,57.41895635
"Oxford - no_transition","Power","World","Renewables","Solar PV",2021,54.52523176
"Oxford - no_transition","Power","World","Renewables","Solar PV",2022,51.99954262
"Oxford - no_transition","Power","World","Renewables","Solar PV",2023,49.75858357
"Oxford - no_transition","Power","World","Renewables","Solar PV",2024,47.74406665
"Oxford - no_transition","Power","World","Renewables","Solar PV",2025,45.91372824
"Oxford - no_transition","Power","World","Renewables","Solar PV",2026,44.23601822
"Oxford - no_transition","Power","World","Renewables","Solar PV",2027,42.68680624
"Oxford - no_transition","Power","World","Renewables","Solar PV",2028,41.24750651
"Oxford - no_transition","Power","World","Renewables","Solar PV",2029,39.903554
"Oxford - no_transition","Power","World","Renewables","Solar PV",2030,38.64398891
"Oxford - no_transition","Power","World","Renewables","Solar PV",2031,37.46181336
"Oxford - no_transition","Power","World","Renewables","Solar PV",2032,36.35506001
"Oxford - no_transition","Power","World","Renewables","Solar PV",2033,35.32586856
"Oxford - no_transition","Power","World","Renewables","Solar PV",2034,34.37466119
"Oxford - no_transition","Power","World","Renewables","Solar PV",2035,33.49650973
"Oxford - no_transition","Power","World","Renewables","Solar PV",2036,32.68356722
"Oxford - no_transition","Power","World","Renewables","Solar PV",2037,31.9278239
"Oxford - no_transition","Power","World","Renewables","Solar PV",2038,31.2223057
"Oxford - no_transition","Power","World","Renewables","Solar PV",2039,30.56086385
"Oxford - no_transition","Power","World","Renewables","Solar PV",2040,29.93838656
"Oxford - no_transition","Power","World","Renewables","Solar PV",2041,29.3505818
"Oxford - no_transition","Power","World","Renewables","Solar PV",2042,28.79381354
"Oxford - no_transition","Power","World","Renewables","Solar PV",2043,28.26497663
"Oxford - no_transition","Power","World","Renewables","Solar PV",2044,27.76139985
"Oxford - no_transition","Power","World","Renewables","Solar PV",2045,27.28076991
"Oxford - no_transition","Power","World","Renewables","Solar PV",2046,26.82107128
"Oxford - no_transition","Power","World","Renewables","Solar PV",2047,26.38053799
"Oxford - no_transition","Power","World","Renewables","Solar PV",2048,25.95761473
"Oxford - no_transition","Power","World","Renewables","Solar PV",2049,25.55092515
"Oxford - no_transition","Power","World","Renewables","Solar PV",2050,25.15924592
"Oxford - no_transition","Power","World","Renewables","Solar PV",2051,24.78148517
"Oxford - no_transition","Power","World","Renewables","Solar PV",2052,24.41666466
"Oxford - no_transition","Power","World","Renewables","Solar PV",2053,24.06390477
"Oxford - no_transition","Power","World","Renewables","Solar PV",2054,23.72241196
"Oxford - no_transition","Power","World","Renewables","Solar PV",2055,23.39146799
"Oxford - no_transition","Power","World","Renewables","Solar PV",2056,23.07042094
"Oxford - no_transition","Power","World","Renewables","Solar PV",2057,22.75867736
"Oxford - no_transition","Power","World","Renewables","Solar PV",2058,22.45569564
"Oxford - no_transition","Power","World","Renewables","Solar PV",2059,22.16098023
"Oxford - no_transition","Power","World","Renewables","Solar PV",2060,21.87407667
"Oxford - no_transition","Power","World","Renewables","Solar PV",2061,21.59456721
"Oxford - no_transition","Power","World","Renewables","Solar PV",2062,21.32206707
"Oxford - no_transition","Power","World","Renewables","Solar PV",2063,21.0562211
"Oxford - no_transition","Power","World","Renewables","Solar PV",2064,20.79670087
"Oxford - no_transition","Power","World","Renewables","Solar PV",2065,20.54320211
"Oxford - no_transition","Power","World","Renewables","Solar PV",2066,20.29544241
"Oxford - no_transition","Power","World","Renewables","Solar PV",2067,20.05315926
"Oxford - no_transition","Power","World","Renewables","Solar PV",2068,19.8161082
"Oxford - no_transition","Power","World","Renewables","Solar PV",2069,19.58406128
"Oxford - no_transition","Power","World","Renewables","Wind",2018,53.77374128
"Oxford - no_transition","Power","World","Renewables","Wind",2019,52.62406684
"Oxford - no_transition","Power","World","Renewables","Wind",2020,51.59650517
"Oxford - no_transition","Power","World","Renewables","Wind",2021,50.66707226
"Oxford - no_transition","Power","World","Renewables","Wind",2022,49.81886508
"Oxford - no_transition","Power","World","Renewables","Wind",2023,49.03980305
"Oxford - no_transition","Power","World","Renewables","Wind",2024,48.32046466
"Oxford - no_transition","Power","World","Renewables","Wind",2025,47.65274401
"Oxford - no_transition","Power","World","Renewables","Wind",2026,47.02965409
"Oxford - no_transition","Power","World","Renewables","Wind",2027,46.44533363
"Oxford - no_transition","Power","World","Renewables","Wind",2028,45.89494306
"Oxford - no_transition","Power","World","Renewables","Wind",2029,45.37442965
"Oxford - no_transition","Power","World","Renewables","Wind",2030,44.88041503
"Oxford - no_transition","Power","World","Renewables","Wind",2031,44.41005464
"Oxford - no_transition","Power","World","Renewables","Wind",2032,43.96093188
"Oxford - no_transition","Power","World","Renewables","Wind",2033,43.53097706
"Oxford - no_transition","Power","World","Renewables","Wind",2034,43.11840469
"Oxford - no_transition","Power","World","Renewables","Wind",2035,42.72166413
"Oxford - no_transition","Power","World","Renewables","Wind",2036,42.33940057
"Oxford - no_transition","Power","World","Renewables","Wind",2037,41.97042367
"Oxford - no_transition","Power","World","Renewables","Wind",2038,41.61368224
"Oxford - no_transition","Power","World","Renewables","Wind",2039,41.2682436
"Oxford - no_transition","Power","World","Renewables","Wind",2040,40.93327659
"Oxford - no_transition","Power","World","Renewables","Wind",2041,40.60803748
"Oxford - no_transition","Power","World","Renewables","Wind",2042,40.29185833
"Oxford - no_transition","Power","World","Renewables","Wind",2043,39.98413706
"Oxford - no_transition","Power","World","Renewables","Wind",2044,39.68432923
"Oxford - no_transition","Power","World","Renewables","Wind",2045,39.391941
"Oxford - no_transition","Power","World","Renewables","Wind",2046,39.10652308
"Oxford - no_transition","Power","World","Renewables","Wind",2047,38.82766564
"Oxford - no_transition","Power","World","Renewables","Wind",2048,38.55499388
"Oxford - no_transition","Power","World","Renewables","Wind",2049,38.28816419
"Oxford - no_transition","Power","World","Renewables","Wind",2050,38.02686083
"Oxford - no_transition","Power","World","Renewables","Wind",2051,37.77079306
"Oxford - no_transition","Power","World","Renewables","Wind",2052,37.5196926
"Oxford - no_transition","Power","World","Renewables","Wind",2053,37.27331141
"Oxford - no_transition","Power","World","Renewables","Wind",2054,37.03141973
"Oxford - no_transition","Power","World","Renewables","Wind",2055,36.79380439
"Oxford - no_transition","Power","World","Renewables","Wind",2056,36.56026724
"Oxford - no_transition","Power","World","Renewables","Wind",2057,36.33062382
"Oxford - no_transition","Power","World","Renewables","Wind",2058,36.10470216
"Oxford - no_transition","Power","World","Renewables","Wind",2059,35.88234167
"Oxford - no_transition","Power","World","Renewables","Wind",2060,35.66339221
"Oxford - no_transition","Power","World","Renewables","Wind",2061,35.44771319
"Oxford - no_transition","Power","World","Renewables","Wind",2062,35.23517285
"Oxford - no_transition","Power","World","Renewables","Wind",2063,35.02564747
"Oxford - no_transition","Power","World","Renewables","Wind",2064,34.81902083
"Oxford - no_transition","Power","World","Renewables","Wind",2065,34.61518356
"Oxford - no_transition","Power","World","Renewables","Wind",2066,34.41403269
"Oxford - no_transition","Power","World","Renewables","Wind",2067,34.21547111
